"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"41","Belgium-2012",86.2385401440331,22.7468948635526,82.5165953145092,83.4136967031763,0.3006,"Belgium","2012",NA,"2012Q4",4,407.543,106.475,1.30175,107.491,107.38875,222.8965,222.8965,85.388,53.8445,45.41425,184.6465,124,0.739,460107,0.055,2.626,2.082,7.55,-4.319,-8.1e-05,"AM",-0.302457358033935,13.0392143501117,-2.90042209374967,35.3661463559419,17.8154901960784,24.5842854901961,"Units",0.75,44673.1158755901,10.7071271651168,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","NO","NO","YES",0.0425029944466626,NA
"42","Belgium-2013",87.1403860072188,23.6545549664573,82.3871920435454,84.1763580405236,-0.4712,"Belgium","2013",NA,"2013Q4",4,423.046,108.525,1.329525,111.815,105.346,225.498,225.498,92.06975,63.79525,41.68325,197.5485,124,0.459,470329,-0.101,1.248,1.167,8.45,-3.129,0.000955,"AM",-0.778705068921592,13.0611877288005,NA,36.1066659080187,14.2290310077519,18.533330620155,"Units",0.25,46744.6625441516,10.7524553580203,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","NO","NO","YES",-0.0582293067025159,18138.8710323354
"43","Belgium-2014",84.9358277226958,26.4087728585344,82.7822860304779,82.7349479211608,-1.3402,"Belgium","2014",NA,"2014Q4",4,435.98625,109.325,1.30425,109.96475,95.7535,213.24975,213.24975,106.976,61.7515,54.00925,222.73675,124,1579,486596,1189,0.00049,-0.000391,8.55,-3.056,0.000772,"AM",7.36454701425564,13.0951894889936,7.08086789669078,36.4475478640231,14.1312109375,18.281921875,"Units",0.05,47700.5403601178,10.7726980051166,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","NO","NO","YES",0.0208909196893628,16626.1192729201
"44","Belgium-2015",85.0678225714283,28.2227158214453,82.7288163549564,82.9773880960406,-1.3004,"Belgium","2015",NA,"2015Q4",4,445.5875,108.35,1.10095,107.5295,89.26275,211.41475,211.41475,120.5285,53.3965,60.2475,234.173,124,2033,501655,1520,0.00062,1.45,8.492,-2.414,1.383,"AM",7.61726781362835,13.1256679114126,7.32646561384032,34.6807838104686,16.7210116731517,23.9926661478599,"Units",0.05,40991.8081381432,10.6211275242148,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","NO","NO","YES",-0.0193789534215067,16352.1910390629
"45","Belgium-2016",84.4281141687478,26.0020352286163,82.5000402718412,82.2435993552581,-1.9103,"Belgium","2016",NA,"2016Q4",4,455.8475,107.325,1.104725,101.829,84.38125,216.678,216.678,121.5095,49.77425,67.886,239.1695,124,1511,514508,0.848,1.77,2.204,7.842,-2.365,0.000551,"AM",7.32052696227274,13.1509663832121,-0.164874643190234,32.3624425110531,15.863488372093,23.5903348837209,"Units",0,41998.335750239,10.6453852714861,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","NO","NO","YES",-0.184658703846678,15103.247247456
"46","Belgium-2017",82.6839689937594,27.0864949329528,81.2622667556953,80.7056500854892,-1.7704,"Belgium","2017",NA,"2017Q4",4,460.57,104.5,1.14755,95.83225,78.3735,222.8425,222.8425,119.10575,42.79025,75.83175,237.72775,124,1965,534496,1600,2.224,2.059,7.108,-0.000708,1.226,"AM",7.58324752430336,13.1890795257897,7.37775890822787,33.7277463926339,11.0908914728682,14.7667779069768,"Units",0,44288.5080403124,10.6984805101975,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","NO","NO","YES",0.00341714001222031,16672.7260844711
"47","Belgium-2018",82.981957363792,29.8077075201407,81.303317834104,81.1725898464282,-1.9082,"Belgium","2018",NA,"2018Q4",4,467.275,102.9,1.175125,95.412,73.32675,226.944,226.944,130.62475,36.18975,73.5165,240.331,124,1458,555502,1041,2.311,2.198,5.958,-0.00074,-1.385,"AM",7.2848209125686,13.2276274884154,6.94793706861497,33.9927449167192,16.5691015625,16.331809375,"Units",0,47491.3232594693,10.7683023051152,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","NO","NO","NO","YES",0.0373186353535793,17486.6558589529
"48","Belgium-2019",82.899013919706,28.4697691950995,81.4356702441793,81.0236363319905,-1.8275,"Belgium","2019",NA,"2019Q4",4,475.53325,101.525,1.11845,94.47875,67.179,221.55175,221.55175,132.30175,35.37975,86.3005,253.9815,124,1365,572902,0.861,1.249,0.000922,5.358,-1.658,-1.227,"AM",7.21890970761906,13.2584699514012,-0.149660774554406,NA,15.3830078125,15.04932421875,"Units",0,46116.69923368,10.7389304027342,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","NO","NO","YES",0.0234655887671524,17835.3339522765
"49","Brazil-2004",36.1454335206439,99.4170672222757,70.3227629544173,47.6098610745112,9.35035555555556,"Brazil","2004",43.7791527193086,"2004Q4",4,1300.11,69.9079790296609,0.348138407923505,430.35775,332.85425,1070.544,1070.544,156.21225,14.70325,58.651,229.566,223,5757,1924.531,4510,6.598,7.601,12.9,-2.88,1.698,"EM",8.65817178467581,7.56243758067409,8.41405243249672,26.4556653594464,15.4567938931298,18.8862977099237,"Units",17.75,3637.46238925733,8.19904157170322,2004,"NO","NO","NO","NO","NO","4",0.0835344781993644,"NO","NO","NO","YES","YES","NO",NA,NA
"50","Brazil-2005",36.0022794847715,99.8949507751999,72.1993906678249,47.9083940865201,9.30456666666667,"Brazil","2005",44.6351679022297,"2005Q4",4,1415.35675,67.709562872543,0.419579455108928,542.78775,366.18525,1219.44225,1219.44225,138.814,13.0335,44.06725,195.9145,223,3192,2047.816,2006,6.87,5.69,11.4,-3.542,1.521,"EM",8.0684029585697,7.62452913837321,7.60389796852188,28.3634370955445,12.7798461538462,14.031135,"Units",18,4790.43708777366,8.47437693629906,2005,"NO","NO","NO","NO","NO","4",0,"NO","NO","NO","YES","YES","NO",NA,NA
"51","Brazil-2006",35.8485230972997,99.4480824385905,73.8449115465231,48.0768967698919,9.8578,"Brazil","2006",41.2403264794732,"2006Q4",4,1505.98025,65.1964107967385,0.462678619946337,614.2555,412.52375,1330.022,1330.022,124.456,13.5535,37.9485,175.95825,223,3955,2193.24,2804,4.184,3.142,11.5,-3.574,1.178,"EM",8.28273588020175,7.69313518155435,7.93880224815448,24.8520432886448,12.7803846153846,16.5267488461538,"Units",13.25,5886.46358837728,8.68041068688412,2006,"NO","NO","NO","NO","NO","4",0.335645786239032,"NO","NO","NO","YES","YES","NO",0.170268220513506,NA
"52","Brazil-2007",37.0924409981331,100,75.9275621216234,49.5206174756498,8.4268,"Brazil","2007",35.0225154651078,"2007Q4",4,1657.0605,63.5642813391429,0.529031229314077,689.84875,465.41275,1487.499,1487.499,117.087,18.285,34.1895,169.5615,223,6064,2388.726,4955,3.641,4.457,10.9,-2.739,2.9e-05,"EM",8.71012492732221,7.77851544840825,8.50815244676409,26.0294977676979,17.4525670498084,19.6144287356322,"Units",11.25,7348.03079355548,8.90218763706596,2007,"NO","NO","NO","NO","NO","4",0.124563361125436,"NO","NO","NO","YES","YES","NO",0.093151407865804,NA
"53","Brazil-2008",39.5431603407819,97.2494978042158,78.3226030870022,51.7114072731981,11.8647,"Brazil","2008",35.3667577931037,"2008Q4",4,1795.28975,60.7218194584856,0.537782081771123,681.8825,486.67925,1593.498,1593.498,144.18125,22.3465,35.26425,201.79175,223,5095,2559.265,4010,5.678,5.902,9.4,-1.534,-1.808,"EM",8.53601494565683,7.84747538687482,8.29654652030061,26.6374823597166,32.5826717557252,33.7087614503817,"Units",13.75,8831.02311697566,9.08602615517296,2008,"YES","NO","NO","NO","NO","4",0.261534578929241,"NO","NO","NO","YES","YES","NO",0.125422859164233,NA
"54","Brazil-2009",42.522166328412,99.9351570562182,80.2070385769984,54.6642463475359,8.7912,"Brazil","2009",34.7920096447121,"2009Q4",4,2010.19375,62.2817515179438,0.523269218413581,697.90725,536.5035,1789.82875,1789.82875,155.683,28.2925,36.3895,220.365,223,-0.119,2575.7,-1139,4.888,4.312,9.7,-3.19,-1.575,"EM",NA,7.85387662081497,NA,28.0040385387696,31.5984942084942,33.6347776061776,"Units",8.75,8597.91535151623,9.05927505187125,2009,"YES","YES","NO","NO","NO","4",0.225324140776007,"NO","NO","NO","YES","YES","NO",0.0162721160739042,NA
"55","Brazil-2010",44.4113488079205,96.8251940679464,82.3701824521348,56.3349454388421,8.8745,"Brazil","2010",29.1158055318831,"2010Q4",4,2313.87275,62.97085270227,0.572656630469889,789.2495,558.7925,2039.48825,2039.48825,192.26925,45.792,36.32325,274.3845,223,7545,2802.32,6491,5.039,5.909,8.5,-3.826,-3.579,"EM",8.92864037120195,7.93820292451606,8.77817188103347,22.9312166527622,22.494578313253,26.3612714859438,"Units",10.75,11286.2430162457,9.3313398308372,2010,"YES","YES","NO","NO","NO","4",0.0560114781350797,"NO","NO","NO","YES","YES","NO",-0.0277349839181094,NA
"56","Brazil-2011",44.260500895086,97.9914885841224,84.9635671817198,56.8261278121754,10.7308,"Brazil","2011",32.8334928312655,"2011Q4",4,2545.257,60.516202040731,0.583073959818726,960.99425,557.925,2251.639,2251.639,203.23475,55.45675,34.92675,293.618,223,3986,2974.902,3080,6.636,6.503,7.8,-2.467,-2.918,"EM",8.29054350077274,7.99796637626069,8.03268487596762,24.64483555089,24.2025793650794,30.0778968253968,"Units",11,13245.6124995448,9.4914216444682,2011,"YES","YES","NO","NO","NO","4",0.0932720314433504,"NO","NO","NO","YES","YES","NO",0.0862426267827964,NA
"57","Brazil-2012",43.8586384867945,94.9892218961875,86.2806992781446,56.5236929456222,7.4086,"Brazil","2012",26.5820297289778,"2012Q4",4,2834.216,60.9661902278475,0.501091460109573,1011.52,591.015,2475.465,2475.465,247.95825,64.67525,46.1175,358.751,223,1928,3090.412,1048,5.404,5.839,7.4,-2.519,-3.4,"EM",7.56423847517049,8.03605969433703,6.95463886488099,21.1685914800248,17.8154901960784,24.5842854901961,"Units",7.25,12370.0242007149,9.42303142178841,2012,"YES","YES","NO","NO","NO","4",0.123715839623589,"NO","NO","NO","YES","YES","NO",0.0178662229266356,NA
"58","Brazil-2013",42.7491365865048,91.3396053619055,88.0312939776639,55.6940691019069,7.8478,"Brazil","2013",18.4988716075334,"2013Q4",4,3014.694,58.7786489985012,0.453515930589144,1033.90525,606.165,2574.90125,2574.90125,309.976,64.274,65.543,439.79275,223,3008,3239.228,2138,6.204,5.911,7.2,-2.955,-3.228,"EM",8.00903068506973,8.08309030879025,7.66762609158499,21.958795835411,14.2290310077519,18.533330620155,"Units",10,12300.3248822758,9.41738095420484,2013,"YES","YES","NO","NO","NO","4",0.141016613181017,"NO","NO","YES","YES","NO","NO",-0.163607856520297,356214.148612928
"59","Brazil-2014",42.5218773750416,88.9864165360427,88.6263321584228,55.4396088870087,10.1928,"Brazil","2014",22.403672441435,"2014Q4",4,3332.7075,59.1880269946129,0.420211783561937,1089.963,693.153,2815.231,2815.231,362.2775,70.735,84.46375,517.4765,223,0.505,3315.854,-0.349,6.329,6.408,6.783,-6.021,-4.13,"EM",-0.683196849706777,8.10647048633534,NA,22.2918068284596,14.1312109375,18.281921875,"Units",11.75,12112.5882059697,9.40200053839911,2014,"YES","YES","NO","NO","NO","4",0.134888793945589,"NO","NO","YES","YES","NO","NO",-0.104903767015693,360964.711541741
"60","Brazil-2015",40.5445245312854,89.7316150112182,87.6589639780811,53.7429431996076,14.2416,"Brazil","2015",33.832343966101,"2015Q4",4,4016.5805,67.7421511569463,0.282720914582525,1337.02,761.931,3312.948,3312.948,481.27875,88.381,133.97325,703.6325,223,-3551,3231.412,-4384,9.03,10.673,8.283,-10.254,-3.026,"EM",NA,8.08067447239652,NA,20.7688374843238,16.7210116731517,23.9926661478599,"Units",14.25,8814.00098681261,9.08409675736161,2015,"YES","YES","YES","NO","NO","4",0.430807048361638,"NO","NO","NO","YES","YES","NO",-0.0792556237830934,354174.892918288
"61","Brazil-2016",40.5020526439918,93.4281512112245,86.771882267041,53.835854395171,8.9567,"Brazil","2016",40.6983614489962,"2016Q4",4,4577.9915,74.3846944483362,0.300074170065691,1711.17375,805.22525,3920.5225,3920.5225,444.46975,91.2705,121.72875,657.469,223,-3285,3157.627,-4077,8.74,6.288,11.258,-8.994,-1.349,"EM",NA,8.05757607511015,NA,22.1950298757405,15.863488372093,23.5903348837209,"Units",13.75,8710.09668954121,9.07223817076556,2016,"YES","YES","YES","YES","NO","4",0.280553031970803,"NO","NO","NO","YES","YES","NO",-0.486313045437176,362504.953620439
"62","Brazil-2017",39.9713413341536,92.5959771628278,86.1402446815082,53.2220595221351,7.8506,"Brazil","2017",41.7603044530048,"2017Q4",4,5242.3475,81.0045755642099,0.309019793668696,2103.1385,865.105,4630.68275,4630.68275,385.241,108.188,118.2355,611.66475,223,1314,3259.359,0.506,3.446,2.947,12.767,-7.86,-0.000728,"EM",7.18083119904456,8.0892858292605,-0.681218609694672,24.9622611349703,11.0908914728682,14.7667779069768,"Units",7,9925.38623770041,9.20285102043552,2017,"YES","YES","YES","YES","YES","4",0.0708469224483599,"NO","NO","NO","NO","YES","NO",0.0578298874553816,371150.619206193
"63","Brazil-2018",39.1776948510924,94.4167942729614,85.8022232930612,52.6756749157311,6.5508,"Brazil","2018",34.6591866882179,"2018Q4",4,5788.1525,85.5003813213851,0.26705410520908,2403.1305,953.5285,5129.14325,5129.14325,416.995,116.21725,125.797,659.00925,223,1312,3382.591,0.491,3.665,3.745,12.258,-7.166,-2.204,"EM",7.17930796950403,8.12639726286118,-0.711311151187616,24.4969798393443,16.5691015625,16.331809375,"Units",6.5,9001.23424863499,9.10511698565292,2018,"YES","YES","YES","YES","YES","4",0.291996477141643,"NO","NO","NO","NO","YES","NO",0.0289483838455855,371933.901818424
"64","Brazil-2019",41.1353751332642,94.4193169784052,85.9224430242041,54.2497388624949,4.8695,"Brazil","2019",31.9917025996146,"2019Q4",4,6198.00475,87.2317140623819,0.251488133670155,2589.31375,1055.7715,5483.7605,5483.7605,450.66125,129.84725,133.736,714.24425,223,1133,3480.546,0.338,3.733,4.306,11.925,-6.017,-2.69,"EM",7.03262426102801,8.15494445701327,-1.08470938349912,NA,15.3830078125,15.04932421875,"Units",4.5,8717.18627810819,9.07305179030352,2019,"YES","YES","YES","YES","YES","4",0.160886909453744,"NO","NO","NO","NO","YES","NO",-0.15714301948948,353587.904337499
"65","Bulgaria-2004",48.6738081194042,29.1202712954471,75.2931453344087,52.7593168733152,0.872133333333333,"Bulgaria","2004",3.04947176044204,"2004Q4",4,15.639,39.772257468716,0.644342562757581,1.084,2.19725,5.0325,5.0325,5.84675,0.69575,4.06375,10.6065,918,6442,82110,6994,6.149,3.966,12.192,1.593,-4.277,"EM",8.77059432989114,11.3158150907028,8.85280791762332,NA,15.4567938931298,18.8862977099237,"Units",2.45,3389.70704883102,8.12849878036636,2004,"NO","NO","NO","NO","NO","3",0.0495496838654013,"NO","YES","NO","NO","NO","NO",NA,NA
"66","Bulgaria-2005",49.5026670280499,30.2650036916633,77.7819434792583,54.0036361014726,0.6609,"Bulgaria","2005",2.03142648030406,"2005Q4",4,13.08475,29.4688200316318,0.624980182626971,1.20375,2.5165,5.041,5.041,3.13975,0.75675,4.1475,8.04375,918,7154,90724,7741,6.038,7.394,10.177,2.187,-9.428,"EM",8.87542691981896,11.4155772097003,8.95428615720471,12.8578344824811,12.7798461538462,14.031135,"Units",2.05,3899.90763774017,8.26870814920657,2005,"NO","NO","NO","NO","NO","3",0.0697445099250591,"NO","YES","NO","NO","NO","NO",NA,NA
"67","Bulgaria-2006",48.98065025066,29.7820012420853,81.1749247097553,54.2246942166947,0.9398,"Bulgaria","2006",2.00045616803057,"2006Q4",4,11.47675,22.6762871285655,0.647370085796927,0.97625,2.853,4.55575,4.55575,2.01625,1.1835,3.7205,6.92075,918,6802,99828,7351,7.416,6.093,9.022,3.221,-15.28,"EM",8.82497196556714,11.5112039840719,8.90259163737409,13.7159110560133,12.7803846153846,16.5267488461538,"Units",3.26,4523.0508329806,8.41694200818997,2006,"NO","NO","NO","NO","NO","3",0.0510246206505586,"NO","YES","NO","NO","NO","NO",-0.0309807905415879,NA
"68","Bulgaria-2007",49.6222535690605,27.4555749557201,83.525609059975,55.0090494015805,0.5538,"Bulgaria","2007",-0.97742183905402,"2007Q4",4,10.465,17.6388117428374,0.711896941492148,0.94075,3.1095,4.24,4.24,1.16825,1.40725,3.64975,6.22525,918,6557,109231,7102,7.572,11.563,6.935,3.088,-23.907,"EM",8.78828846026362,11.6012201847897,8.86813171350303,19.6006709255934,17.4525670498084,19.6144287356322,"Units",4.58,5885.10434781837,8.68017975068729,2007,"NO","NO","NO","NO","NO","3",0.0529717344788595,"YES","NO","NO","NO","NO","NO",0.0345859403472336,NA
"69","Bulgaria-2008",49.1859782866821,27.8331375038033,84.9928292203177,54.9859730133462,2.7247,"Bulgaria","2008",2.52466059665265,"2008Q4",4,9.5365,13.8197297457861,0.766652234317888,1.17725,3.17275,4.34975,4.34975,0.76575,1.3995,3.02125,5.1865,918,6086,118132,6555,11.951,7.191,5.664,2.734,-22.094,"EM",8.71374633045692,11.6795579222995,8.7879833961978,15.8041660733492,32.5826717557252,33.7087614503817,"Units",5.77,7265.73549682997,8.89092480926002,2008,"YES","NO","NO","NO","NO","3",0.098797507270651,"YES","NO","NO","NO","NO","NO",0.090640726114052,NA
"70","Bulgaria-2009",50.6128241766641,31.0713318297435,85.3494806197516,56.4517010286627,3.5752,"Bulgaria","2009",6.99873067010359,"2009Q4",4,9.693,13.1480689504745,0.721203485805638,1.33525,3.085,4.41975,4.41975,0.554,1.33375,3.385,5.273,918,-3424,114958,-2877,2.469,1.637,6.878,-0.000856,-8.319,"EM",NA,11.652322123246,NA,15.8697725432464,31.5984942084942,33.6347776061776,"Units",0.55,6984.96597556864,8.85151540060814,2009,"YES","YES","NO","NO","NO","3",0.0740444595634436,"YES","NO","NO","NO","NO","NO",0.071421291655736,NA
"71","Bulgaria-2010",50.2849147606141,32.9549699969272,85.2929995111943,56.3351249448724,2.2895,"Bulgaria","2010",9.88565862709738,"2010Q4",4,10.679,14.6171535738335,0.67333465888757,1.64225,3.4635,5.10625,5.10625,0.49825,1.47725,3.5975,5.57275,918,0.57,116960,1358,3.039,4.45,10.306,-3.794,-1.735,"EM",-0.562118918153541,11.6695872749836,7.21376830811864,15.5571053721922,22.494578313253,26.3612714859438,"Units",0.18,6809.89898414354,8.82613256557444,2010,"YES","YES","NO","NO","NO","3",0.0678931337628677,"YES","NO","NO","NO","NO","NO",-0.0630179268497025,NA
"72","Bulgaria-2011",49.4204053634661,28.9314484637708,86.2699989469986,55.5151986791976,3.3788,"Bulgaria","2011",4.42360901559576,"2011Q4",4,11.5355,14.5457043743746,0.704332853417612,1.9665,4.19025,6.157,6.157,0.39575,1.26375,3.718,5.37825,918,2351,122210,4832,3.386,2.039,11.35,-1.844,0.00033,"EM",7.76259604854007,11.713496155432,8.48301573961465,15.343247388544,24.2025793650794,30.0778968253968,"Units",0.22,7806.34865242499,8.96269261141453,2011,"YES","YES","NO","NO","NO","3",0.0472692546069423,"YES","NO","NO","NO","NO","NO",-0.071092177249799,NA
"73","Bulgaria-2012",50.0717148041233,32.1772800856885,87.1833404276743,56.4780970765601,1.5746,"Bulgaria","2012",8.06443377556907,"2012Q4",4,13.19975,16.3071535227211,0.665432682914753,2.04475,5.10225,7.14675,7.14675,0.77925,1.22475,4.04925,6.05325,918,0.361,125004,0.948,2.391,2.763,12.379,-0.000436,-0.000851,"EM",-1.01887732064926,11.7361010157724,-0.0534007767271153,14.4964300700258,17.8154901960784,24.5842854901961,"Units",0.03,7393.1891769154,8.90831447388323,2012,"YES","YES","NO","NO","NO","3",0.0392202257454908,"YES","NO","NO","NO","NO","NO",0.0440107179150177,NA
"74","Bulgaria-2013",49.2159946950052,36.2880985150282,87.2906501502114,56.1585598051424,0.4658,"Bulgaria","2013",9.77772308813964,"2013Q4",4,13.466,16.416133001298,0.679675865563827,1.21875,5.81275,7.03125,7.03125,0.8515,1.07675,4.50675,6.435,918,0.319,127602,0.857,0.000385,-0.000851,13.038,-1.759,1.28,"EM",-1.14256417619729,11.7566713237512,-0.154317360384357,14.9278463069496,14.2290310077519,18.533330620155,"Units",0.02,7651.8178806676,8.94269853005052,2013,"YES","YES","NO","NO","NO","3",0.0290877966447399,"YES","NO","NO","NO","NO","NO",-0.0584584609407316,18334.7273981463
"75","Bulgaria-2014",48.9457775691347,35.5658713752061,85.9527483552718,55.6197346731508,0.8058,"Bulgaria","2014",7.76458901803731,"2014Q4",4,18.13675,21.9289458111833,0.66710159681747,1.7685,7.6995,9.46775,9.46775,1.7625,1.6135,5.29225,8.66875,918,1895,132426,2510,-1.601,-1.951,11.524,-3.665,1.239,"EM",7.54697411751653,11.7937792778284,7.82803803212583,15.6130556912446,14.1312109375,18.281921875,"Units",0.02,7874.26090425646,8.97135460586157,2014,"YES","YES","NO","NO","NO","3",0.0603046439524198,"NO","YES","NO","NO","NO","NO",0.020955845824036,18576.1288783467
"76","Bulgaria-2015",49.4504557576756,36.188148375973,85.5401725578028,55.9883257014504,0.1426,"Bulgaria","2015",4.88675312624133,"2015Q4",4,23.88225,27.3326828350727,0.563399738008476,2.88125,9.33725,12.2185,12.2185,5.771,0.83975,5.05275,11.66375,918,3990,139143,4693,-1.067,-0.000896,9.233,-2.782,0.000121,"EM",8.29154650988391,11.8432574602629,8.45382731579442,15.2579693397169,16.7210116731517,23.9926661478599,"Units",0.01,7053.60370638709,8.86129392923302,2015,"YES","YES","YES","NO","NO","3",0.0462681590131003,"NO","YES","NO","NO","NO","NO",-0.0188491060527294,20783.3184889051
"77","Bulgaria-2016",51.1063296331303,35.5446430144678,85.5277301302578,57.2441801124166,-0.5363,"Bulgaria","2016",3.75903454531967,"2016Q4",4,26.97,29.1086201436839,0.564830964579609,3.31025,10.6655,13.9755,13.9755,7.09,0.87775,5.02625,12.99425,918,3812,145942,4571,-1.323,-0.000502,7.666,1.544,3.191,"EM",8.24590926477409,11.8909645614877,8.42748727833174,16.6366354346642,15.863488372093,23.5903348837209,"Units",0,7545.79033249799,8.92874511488751,2016,"YES","YES","YES","YES","NO","3",0.0525229824395962,"NO","YES","NO","NO","NO","NO",-0.184064442726868,23691.2085959197
"78","Bulgaria-2017",51.9202453710498,33.7308130618358,85.120769292173,57.6592159264942,-1.4374,"Bulgaria","2017",1.43927408440537,"2017Q4",4,26.66225,26.8597574037424,0.586741991715143,3.612,10.93875,14.551,14.551,5.9335,0.73125,5.44675,12.1115,918,3507,153904,4267,1.188,1.796,6.23,0.000826,3.489,"EM",8.16251625014018,11.9440843103924,8.358666283188,16.86693626951,11.0908914728682,14.7667779069768,"Units",0,8331.0580246026,9.02774574085314,2017,"YES","YES","YES","YES","YES","3",0.0795666348928958,"NO","YES","NO","NO","NO","NO",0.00253390246088549,26692.7145762926
"79","Bulgaria-2018",52.381174083539,38.4128670766305,85.3196746601623,58.4471004660647,-1.9332,"Bulgaria","2018",0.914254448945901,"2018Q4",4,24.6815,23.1532261072831,0.600820667264384,3.35325,10.3275,13.6805,13.6805,5.0555,0.687,5.258,11.0005,918,3084,162516,3820,2.631,2.31,5.2,0.000123,1.38,"EM",8.03398273468322,11.9985317374434,8.24800570160062,16.2262563144143,16.5691015625,16.331809375,"Units",0,9423.5586115666,9.15096806816107,2018,"YES","YES","YES","YES","YES","3",0.0508488686701474,"NO","YES","NO","NO","NO","NO",0.03734354698474,27044.8948646649
"80","Bulgaria-2019",53.2277357195372,36.6389384810019,84.9143528984937,58.8915767441541,-1.6605,"Bulgaria","2019",-0.0985885295970158,"2019Q4",4,23.80075,20.5904769059813,0.571849263101849,3.0115,10.166,13.1775,13.1775,4.495,0.98125,5.147,10.623,918,3372,170925,3891,2.457,3.1,4.2,-0.000968,4.042,"EM",8.12326131912175,12.048980142782,8.26642147298455,NA,15.3830078125,15.04932421875,"Units",0,9737.60135083347,9.18375009842609,2019,"YES","YES","YES","YES","YES","3",0.0212151631433578,"NO","YES","NO","NO","NO","NO",0.023432408897222,25919.5662986159
"81","Canada-2004",91.8650344663342,41.0447447009202,76.3095389330071,88.1340996795606,0.0877999999999997,"Canada","2004",1.50587994336686,"2004Q4",4,876.97975,65.687920292362,0.784232651630823,528.71475,134.26825,705.4905,705.4905,124.3225,37.7565,9.41025,171.48925,156,3087,1094.396,2124,1.857,2.293,7.158,0.000768,2.345,"AM",8.03495502450216,6.99795789189085,7.66105638236183,52.5142829785197,15.4567938931298,18.8862977099237,"Units",2.5,32034.3077408421,10.3745627243763,2004,"NO","NO","NO","NO","NO","5",0.0548054720253893,"NO","NO","NO","YES","YES","NO",NA,NA
